Einträger,Stammbuch
100153747,100865208
100873286,100865208
116292008,100865208
116353678,100865208
116812222,100865208
116837918,100865208
116877537,100865208
116951753,100865208
117010847,100865208
117039063,100865208
117238333,100865208
117269611,100865208
117599115,100865208
117652350,100865208
118525697,100865208
118905422,100865208
124514472,100865208
124676480,100865208
129057908,100865208
10068520X,100865208
11697060X,100865208
11728193X,100865208
115647376,101031270
116025883,101031270
116040130,101031270
117301213,101031270
117519294,101031270
116137819,1011475146
116292008,1011475146
122746848,1011475146
10068520X,1011475146
100112544,1011577291
116462485,1011577291
116484187,1011577291
116600705,1011577291
116877537,1011577291
117187828,1011577291
117269611,1011577291
117429740,1011577291
117633259,1011577291
119090198,1011577291
116137819,1011936291
116188235,1011936291
116262877,1011936291
116292008,1011936291
116600705,1011936291
116661283,1011936291
116951753,1011936291
117010847,1011936291
117039063,1011936291
117102490,1011936291
117238333,1011936291
117269611,1011936291
117652350,1011936291
120227649,1011936291
121109097,1011936291
122746848,1011936291
124514472,1011936291
10068520X,1011936291
11697060X,1011936291
11728193X,1011936291
120227649,1011938707
121109097,1011938707
117429740,1011978954
118525697,1011978954
100522688,1011991934
101622333,1011991934
116146761,1011991934
100205828,1014349664
10068520X,1014349664
100873286,1014349664
116137819,1014349664
116262877,1014349664
116951753,1014349664
122746848,1014349664
100873286,1014386160
116292008,1014386160
116951753,1014386160
117039063,1014386160
117238333,1014386160
120227649,1014386160
121109097,1014386160
122746848,1014386160
10068520X,1014386160
11728193X,1014386160
122746848,1014793637
117301213,1015413366
11851685X,1015413366
100522688,101576407X
100796958,101576407X
115661069,101576407X
116146761,101576407X
116211431,101576407X
117088307,101576407X
118534688,101576407X
117301213,1016004761
118569376,1016004761
119061082,1016004761
116124180,1016664273
116217014,1016664273
117102490,1016664273
120227649,1016664273
121109097,1016664273
117010847,101666835X
117187828,101666835X
10412492X,101666835X
11697060X,101666835X
116211431,1016754205
116373164,1016754205
117301213,1016754205
117475890,1016754205
11851685X,1016754205
118534688,1016754205
123393094,1016754205
123393094,1016795432
100205828,1017062285
100595626,1017062285
100869157,1017062285
116188235,1017062285
116217014,1017062285
116837918,1017062285
117010847,1017062285
117187828,1017062285
118525697,1017062285
120227649,1017062285
121109097,1017062285
10068520X,1017062285
116040130,1017713790
117301213,1017713790
119061082,1017713790
100153747,1017716080
116188235,1017716080
116217014,1017716080
116292008,1017716080
117102490,1017716080
117187828,1017716080
118525697,1017716080
120227649,1017716080
121109097,1017716080
10068520X,1017716080
10412492X,1017716080
100595626,1018038175
116837918,1018038175
124514472,1018038175
100522688,1018480110
115661069,1018480110
116040130,1018480110
117088307,1018480110
116040130,1018535039
100869157,1019729716
116108010,1019729716
116877537,1019729716
117269611,1019729716
117429740,1019729716
118525697,1019729716
100522688,101976208X
100796958,101976208X
115661069,101976208X
116040130,101976208X
11617997X,101976208X
117088307,101976208X
116108010,1020309407
116595949,1020309407
116877537,1020309407
117429740,1020309407
116462485,1020309644
117269611,1020309644
117429740,1020309644
117521930,1020309644
118525697,1020309644
118905422,1020309644
10412492X,1020309644
11629213X,1020309644
11728193X,1020309644
11851685X,1020431032
116211431,1020431504
115661069,1021147869
116292008,1021373729
100153747,1022098667
100873286,1022098667
116262877,1022098667
116292008,1022098667
116837918,1022098667
116877537,1022098667
116951753,1022098667
117039063,1022098667
117269611,1022098667
118525697,1022098667
100873286,1022162160
119486911,1022162160
122746848,1022162160
100153747,1022246836
116292008,1022246836
116462485,1022246836
116951753,1022246836
117269611,1022246836
117521930,1022246836
119486911,1022246836
11728193X,1022246836
1046470205,102239452
1046470205,102239452
1046470205,102239452
12201894X,102239452
12201894X,102239452
12201894X,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
130026034,102239452
117429740,1022867466
100153747,1023215381
100869157,1023215381
116108010,1023215381
116188235,1023215381
116292008,1023215381
116462485,1023215381
116877537,1023215381
117102490,1023215381
117429740,1023215381
118525697,1023215381
120227649,1023215381
121109097,1023215381
100153747,1023217619
116292008,1023217619
117269611,1023217619
117633259,1023228327
120227649,1023338335
100277608,1023516780
116108010,1023516780
116462485,1023516780
117429740,1023516780
117521930,1023516780
119090198,1023516780
124737366,1023516780
11629213X,1023516780
100522688,1023901277
100803997,1023901277
116595949,1023901277
11851685X,1023901277
100522688,1024156508
11617997X,1024156508
117088307,1024156508
11728193X,1025511689
100873286,1025568486
116292008,1025568486
116951753,1025568486
11728193X,1025568486
100277608,102561249
100793037,102561249
100803997,102561249
115654178,102561249
116595949,102561249
117521930,102561249
119090198,102561249
11629213X,102561249
10068520X,1027123856
100873286,1027123856
116292008,1027123856
116951753,1027123856
116595949,1028099487
100793037,1028583168
115654178,1031688722
11629213X,1031688722
100277608,1035035715
100873286,104079908
116292008,104079908
116951753,104079908
116292008,10422603X
116837918,10422603X
118525697,10422603X
10412492X,10422603X
118525697,1042483043
116951753,1071879561
116292008,1074977602
116837918,1074977602
116951753,1074977602
11728193X,1074977602
100277608,1075171059
100793037,1075171059
116462485,1075171059
117521930,1075171059
11629213X,1075171059
100803997,115566635
100869157,115732500
117521930,115790330
11629213X,115790330
11728193X,115790330
118525697,116182792
100277608,116286598
119090198,116286598
100869157,11629213X
116951753,11629213X
11728193X,11629213X
116292008,116840153
116292008,116976349
117521930,116976349
118525697,116976349
100277608,120723727
116292008,120763516
100277608,122790944
